page,2019-02 pi,2019-02 v,2019-03 pi,2019-03 v,2019-04 pi,2019-04 v,2019-05 pi,2019-05 v,2019-06 pi,2019-06 v,2019-07 pi,2019-07 v,2019-08 pi,2019-08 v,2019-09 pi,2019-09 v,2019-10 pi,2019-10 v,2019-11 pi,2019-11 v,2019-12 pi,2019-12 v,2020-01 pi,2020-01 v,2020-02 pi,2020-02 v,2020-03 pi,2020-03 v,2020-04 pi,2020-04 v,2020-05 pi,2020-05 v,2020-06 pi,2020-06 v,2020-07 pi,2020-07 v,2020-08 pi,2020-08 v,2020-09 pi,2020-09 v,2020-10 pi,2020-10 v,2020-11 pi,2020-11 v,2020-12 pi,2020-12 v,2021-01 pi,2021-01 v,2021-02 pi,2021-02 v,2021-03 pi,2021-03 v,2021-04 pi,2021-04 v
jahresabschluss-2018,,,,,,,1,1,,,,,1,1,5,5,6,6,7,6,9,6,6,6,9,6,4,4,8,8,8,8,3,2,7,4,11,7,15,12,6,5,5,5,2,2,1,1,2,1,4,3,1,1
arbeitslose-veränderung-2015-2016-v-2-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,2,1,,,,,,,1,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-829-apothekerinnenapotheker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1
bodenbedeckung-im-inspire-datenmodell-alkis-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
fußgängernetz-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1
finanzämter-berlin-0,2,2,5,5,3,3,4,4,5,5,2,2,5,5,2,2,4,4,6,4,2,1,1,1,,,2,1,6,5,2,2,,,1,1,2,1,5,3,,,1,1,1,1,1,1,1,1,1,1,1,1
afis-berlin-geodätische-grundnetzpunkte-2-genauigkeitsstufe-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1
strat-lärmkarte-gesamtlärmindex-ln-nacht-raster-2017-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1
europäischer-strukturfonds,,,,,,,,,,,,,,,,,,,,,,,,,13,10,5,4,,,4,3,,,,,,,,,,,,,1,1,,,,,,,1,1
erhaltungsverordnungsgebiete-§-172-baugb-wms-8,,,,,,,,,,,,,3,3,8,5,1,1,2,2,2,2,3,3,,,4,4,2,2,2,1,1,1,6,4,5,2,15,4,1,1,2,2,3,1,,,1,1,1,1,1,1
stromverbrauch-e-ladesäulen-je-bezirk,2,2,4,4,1,1,,,,,2,2,,,1,1,2,2,3,3,3,3,5,4,2,2,1,1,3,3,1,1,,,,,,,,,1,1,,,,,,,,,,,1,1
bodenkundliche-kennwerte-2010-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
berlin-um-1850-atom,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
statistische-einheiten-im-inspire-datenmodell-rbs-blöcke-wms,,,,,,,,,,,,,,,,,,,1,1,3,3,2,2,4,4,,,,,,,1,1,,,9,5,6,2,3,3,,,,,,,,,,,1,1
orthofotografie-im-inspire-datenmodell-truedop20rgb-2020-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
energieverbrauchsübersicht-der-bezirklichen-abnahmestellen-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,9,7,3,2,3,2,,,4,4,4,4,2,2,,,1,1,1,1
biotoptypen-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,,,2,2,1,1,,,1,1
windkraft-standorte-der-windkraftanlagen-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,4,4,3,3,4,2,,,,,,,2,1,,,2,1,3,3,1,1
schutzgebiete-nach-naturschutzrecht-inklusive-natura-2000-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
sozialstatistisches-berichtswesen-berlin-gesundheitsmodernisierungsgesetz-gmg-§264-sgb-v,,,,,1,1,,,1,1,1,1,,,,,,,1,1,,,,,,,,,,,2,2,,,,,,,3,2,,,1,1,,,1,1,,,,,1,1
straßenbefahrung-2014-anforderungstaster-radverkehr-wfs-0,,,,,,,,,,,,,1,1,,,2,2,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-826-personal-im-öffentlichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1
gebäudealter-der-wohnbebauung-umweltatlas-wms,,,,,,,,,,,,,1,1,3,3,3,2,4,4,3,3,7,7,9,8,12,9,10,9,3,3,9,9,11,9,7,6,5,2,4,4,7,6,4,4,2,2,10,8,3,3,1,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-85-ärztinnen-und-ärzte-nach,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,1,,,1,1,1,1,,,1,1,,,,,1,1
summe-einspeisung-hochspannung-2014-berlin,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bevölkerung-3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1
summenlast-nicht-leistungsgemessene-kunden-2018-berlin,,,,,,,,,,,4,3,3,2,5,5,1,1,,,2,2,1,1,,,1,1,,,,,2,2,2,1,,,,,1,1,1,1,,,2,1,,,1,1,1,1
gästebuch,,,,,1,1,2,2,,,2,2,,,,,1,1,4,4,1,1,,,,,2,2,,,,,,,,,,,,,,,1,1,,,,,1,1,,,1,1
verlauf-der-berliner-mauer-1989-polit-grenze-abweichend-vom-mauerverlauf-wfs,1,1,4,3,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
brennstoffeinsatz-bedeutender-heiz-und-kraftwerke-2004-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,,,,,,,,,,,1,1
digitale-topographische-karte-1-50-000-dtk50-wms,3,3,7,6,4,4,5,5,3,3,5,5,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
dynamik-index-2013-wms-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
aus-und-einfuhr-außenhandel,5,3,4,2,1,1,5,3,2,2,14,6,1,1,1,1,,,4,4,3,2,1,1,,,,,,,,,,,5,3,6,1,3,1,,,,,,,,,,,,,1,1
berlin-um-1880-atom-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,40,13,13,11,11,4,4,3,3,3,3,2,2,1,1
sozialstatistisches-berichtswesen-berlin-monatsstatistiken-zu-den-empfängerinnen-und-1,2,2,3,3,2,2,,,2,2,4,4,2,2,,,2,2,7,7,4,4,,,5,5,1,1,4,4,2,1,3,3,1,1,1,1,1,1,2,2,2,2,1,1,,,1,1,2,2,1,1
flurabstand-des-grundwassers-1995-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,,,,,1,1,,,,,1,1
stadtstruktur-flächentypen-differenziert-2010-umweltatlas-wms,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,1,1
geologische-bohrdaten-wfs,11,8,10,9,13,6,8,8,7,5,4,4,,,,,,,,,1,1,,,4,2,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,1,1
atkis-basis-dlm-präsentationsdienst-wms,,,,,,,4,4,2,1,3,3,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
atkis-sport-freizeit-und-erholungsfläche-fläche-wfs,,,,,,,,,,,,,1,1,2,2,1,1,2,2,4,4,12,11,2,2,2,2,2,2,5,4,9,8,5,5,2,2,1,1,2,2,,,,,2,2,1,1,,,1,1
baumbestand-berlin-anlagenbäume-sachdaten-zur-karte-wfs-3,,,,,,,,,,,,,,,6,5,3,3,3,2,2,2,,,,,2,2,2,2,7,7,6,6,5,2,4,2,3,2,,,1,1,,,,,3,3,1,1,1,1
einwohnerinnen-und-einwohner-den-ortsteilen-berlins-am-31122012,,,,,2,2,,,4,3,1,1,1,1,1,1,1,1,4,4,1,1,1,1,3,3,4,3,2,2,3,3,3,3,1,1,,,,,,,1,1,,,,,1,1,3,3,1,1
geologische-skizze-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
rbs-ortsteile-dezember-2015,,,2,2,3,3,2,2,3,3,4,4,1,1,,,2,2,,,,,1,1,,,3,3,2,2,,,,,3,2,1,1,2,1,,,4,3,,,1,1,,,1,1,1,1
strat-lärmkarte-ln-nacht-index-straßenverkehr-2017-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
summe-einspeisung-hochspannung-2015-berlin,4,4,,,1,1,,,1,1,14,14,4,4,5,4,2,2,5,5,1,1,1,1,,,,,2,2,,,2,2,3,2,,,,,,,,,,,,,,,,,1,1
atkis-bahnverkehr-fläche-wfs,,,,,,,,,,,,,1,1,1,1,10,10,14,14,,,3,3,,,,,,,,,8,8,2,2,2,2,,,1,1,1,1,5,5,5,4,2,2,,,1,1
angebote-zur-unterstützung-von-flüchtlingen,,,,,,,,,,,1,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1
archäologische-fundstellen-und-bodendenkmale-aisber-atom-2,,,,,,,,,,,,,1,1,2,2,1,1,4,4,,,2,2,,,,,1,1,,,,,,,,,,,,,,,,,4,4,1,1,3,2,1,1
alkis-berlin-vegetation-punkte,4,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
lebensweltlich-orientierte-räume-lor-bezirksregionen-wms-3,,,,,,,,,,,,,1,1,1,1,5,4,2,2,2,2,4,4,2,2,3,3,6,6,4,3,3,3,3,2,11,4,3,3,5,5,1,1,,,1,1,,,4,4,1,1
gesundheitsberichterstattung-berlin-kontext-geburtsgeschehen-berlin-20142015.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
standardlastprofil-landwirtschaftsbetriebe-2017-berlin,,,,,1,1,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
versiegelung-2016-umweltatlas-wms,,,,,,,,,,,,,,,,,4,2,2,1,1,1,1,1,2,2,,,,,2,2,2,2,,,1,1,3,1,,,1,1,1,1,,,,,,,1,1
übersicht-über-mögliche-tarifentgelte-–-ausgewählte-berufe,4,4,5,5,6,6,6,5,2,2,3,2,2,2,3,3,5,5,5,4,6,5,,,6,5,2,2,1,1,2,2,2,2,2,2,9,2,,,,,4,3,1,1,,,,,,,1,1
berlin-um-1690-atom-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,9,1,1,10,10,31,29,29,25,21,20,20,20,1,1
berliner-weihnachtsmärkte-2019,,,,,,,,,,,,,,,,,,,,,54,51,27,24,3,3,4,4,2,1,2,2,1,1,1,1,5,3,2,2,1,1,1,1,3,3,,,,,1,1,1,1
strat-lärmkarte-ln-nacht-index-straßen-u-bahnverkehr-2017-ua-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
wohnatlas-berlin-belegungsdichte-2009-wms,,,,,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bevölkerung-19,,,2,2,2,2,2,2,,,1,1,,,,,1,1,1,1,3,1,,,1,1,1,1,,,,,,,,,,,,,,,,,2,1,1,1,1,1,,,1,1
aktuelle-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-215-verfügbares-einkommen-der,2,2,3,3,2,2,5,5,3,3,,,1,1,2,2,1,1,,,2,2,,,2,2,,,4,4,1,1,3,3,4,4,,,3,1,2,2,1,1,,,10,9,1,1,,,1,1
entsiegelungspotenziale-umweltatlas-wfs,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
nutzbare-feldkapazität-des-effektiven-wurzelraumes-2015-umweltatlas-wms,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
existierende-bodennutzung-im-inspire-datenmodell-alkis-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,1,1
winterspiel-und-bewegungsangebote-berlin-mitte,,,,,,,,,,,,,,,,,43,33,62,58,20,19,15,12,1,1,10,9,2,2,13,8,,,,,1,1,,,,,,,,,,,,,,,1,1
forstliche-standorteinheiten-wms,,,,,,,,,,,,,13,11,7,5,1,1,5,5,2,2,2,2,2,2,3,3,9,7,9,8,6,6,4,4,5,3,1,1,1,1,1,1,,,,,1,1,,,1,1
fußgängernetz-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,2,2,,,1,1
blockkarte-1-50000-isu50-raumbezug-umweltatlas-2001-wms,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-inanspruchnahme-von-leistungen-der-10,3,3,1,1,1,1,3,2,,,,,4,4,3,2,7,6,3,3,,,4,3,1,1,,,,,,,1,1,,,1,1,,,,,,,,,,,,,1,1,1,1
europawahl-2019-berlin-nach-wahlbezirken-endgültiges-ergebnis,,,,,,,,,,,,,,,48,46,31,27,34,25,26,22,28,25,31,28,20,18,13,11,20,17,33,29,24,16,67,30,25,16,9,8,2,2,1,1,1,1,2,1,2,2,1,1
moore-moorgebiete-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
bruttoinlandsprodukt,,,,,,,2,2,,,2,2,5,4,,,,,,,2,2,1,1,1,1,2,2,4,3,4,3,3,3,3,3,1,1,,,,,1,1,1,1,1,1,,,,,1,1
bodenrichtwerte-01012019-wms,,,,,,,,,,,,,1,1,8,7,4,4,11,10,6,4,11,9,8,7,,,,,,,1,1,3,2,3,1,4,2,1,1,4,2,1,1,1,1,2,2,1,1,1,1
atkis-ortslage-fläche-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6,2,1,1,,,,,,,,,1,1,1,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-218-erwerbstätige-nach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,1,1
angebote-nach-altersbereichen,2,2,1,1,,,,,1,1,,,,,2,2,,,17,14,1,1,,,2,2,1,1,,,1,1,,,,,,,4,3,,,2,2,1,1,7,5,1,1,,,1,1
haushaltsplan-des-bezirksamtes-lichtenberg-von-berlin-für-20182019,,,3,3,,,2,2,4,3,5,5,3,3,2,1,2,2,4,2,2,2,4,2,8,6,,,1,1,2,2,5,4,1,1,,,2,1,2,2,,,5,3,1,1,3,3,3,3,1,1
übersichtskarte-von-berlin-1-50-000-ük50-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,5,1,1,,,,,1,1,1,1
handel-verkehr-gastgewerbe-iuk,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,1,1,3,3,1,1,1,1,1,1,2,2,1,1,1,1,,,,,1,1,2,2,,,1,1,,,1,1,1,1
art-der-kanalisation-2005-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-beschäftigte-im-gesundheitswesen-beschäftigte-im,1,1,2,2,,,2,2,1,1,3,2,,,,,2,2,2,2,,,,,2,2,,,6,5,2,2,,,,,6,4,1,1,3,3,1,1,2,2,1,1,2,2,,,1,1
baumbestand-berlin-straßenbäume-sachdaten-zur-karte-wfs-3,,,,,,,,,,,,,1,1,8,7,4,4,7,5,2,2,3,3,2,2,5,5,3,3,4,4,6,6,2,2,9,4,5,4,2,2,1,1,2,1,4,3,2,2,6,3,1,1
reale-nutzung-der-bebauten-flächen-1990-umweltatlas-wms,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,2,,,1,1,,,,,1,1
einwohnerdichte-2010-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
nutzbare-feldkapazität-des-effektiven-wurzelraumes-2010-umweltatlas-wms-1,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,1,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1
summe-einspeisung-mittelspannung-2015-berlin,,,,,,,,,2,1,10,9,3,3,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1
flächennutzung-stadtstruktur-und-versiegelung-2005-umweltatlas-wfs,,,,,,,,,,,,,1,1,,,,,1,1,1,1,,,3,2,,,,,,,,,,,1,1,5,1,,,,,,,,,,,,,1,1
digitale-topographische-karte-1-100-000-dtk100-atom,2,2,1,1,1,1,,,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
digitale-farbige-orthophotos-2004-dop25rgb-wms-2,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,1,,,1,1,1,1
haushaltsplan-berlin-2012-inklusive-nachtrag,,,,,1,1,,,,,,,1,1,,,,,,,2,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,2,2,1,1
bodenrichtwerte-01012018-wms,,,,,,,,,,,,,,,2,2,2,1,,,1,1,1,1,,,,,,,3,2,4,4,,,,,4,1,,,2,2,2,2,,,5,2,2,1,1,1
gesundheitsberichterstattung-berlin-kontext-geburtsgeschehen-berlin-20142015,,,,,,,,,1,1,2,1,1,1,,,,,,,,,,,,,1,1,,,2,2,,,,,2,1,,,,,,,,,,,,,,,1,1
geländehöhen-2009-umweltatlas-wfs,,,,,,,,,,,,,1,1,1,1,,,3,3,4,3,1,1,6,4,,,11,6,3,2,3,2,5,5,1,1,1,1,2,2,4,4,,,1,1,3,2,6,4,1,1
wohnatlas-berlin-anteil-einwohner-mit-mind-5-jähriger-wohndauer-31122018-wms,,,,,,,,,,,,,3,3,1,1,3,3,7,7,7,5,4,4,4,3,3,3,2,2,,,4,4,4,4,,,1,1,,,1,1,1,1,,,,,2,1,1,1
lebensweltlich-orientierte-räume-lor-bezirksregionen-01012021-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1
baugrundkarte-atom-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,2,1,,,,,,,1,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-811-zahnärztinnen-und-zahnärzte,1,1,,,,,1,1,,,,,2,2,1,1,2,2,,,,,1,1,,,,,2,1,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1
einwohnerinnen-und-einwohner-nach-wohnlagen-den-lor-planungsräumen-am-31122015,4,4,4,3,3,3,2,2,,,1,1,,,,,1,1,,,,,1,1,2,2,,,2,2,,,,,,,,,2,1,,,3,2,,,,,,,2,2,1,1
bsr-entsorgungsbilanz-2007-2012,1,1,2,2,,,,,1,1,3,1,1,1,1,1,4,4,1,1,2,2,1,1,2,2,,,,,,,3,1,,,,,3,1,,,,,1,1,,,,,,,1,1
gesundheitsberichterstattung-berlin-ausgaben-und-finanzierung-gesundheitsausgaben-nach-1,,,1,1,,,,,,,2,2,,,2,2,,,,,2,2,,,1,1,1,1,,,1,1,1,1,,,3,2,,,,,,,,,,,,,,,1,1
als-naturdenkmale-geschützte-bäume-charlottenburg-wilmersdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-inanspruchnahme-von-leistungen-der-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,1,1,,,,,,,1,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-45-durchschnittliches-alter-der,,,,,,,,,,,,,,,,,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
digitale-farbige-orthophotos-2019-dop20rgb-wms,,,,,,,,,12,10,13,12,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
digitale-topographische-karte-1-100-000-dtk100-wms,5,4,,,1,1,,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
grünvolumen-umweltatlas-wms-2,,,,,,,,,,,,,,,,,1,1,,,,,2,2,6,6,2,2,,,1,1,1,1,1,1,1,1,2,2,,,,,1,1,,,1,1,1,1,1,1
baumbestand-berlin-straßenbäume-wfs-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,2,1,3,3,1,1,1,1
friedhofsbestand-berlin-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
atkis-fließgewässer-fläche-wfs,,,,,,,,,,,,,3,3,,,4,3,1,1,,,2,2,3,3,4,3,3,2,4,3,8,7,,,3,2,2,2,,,2,2,,,1,1,2,1,4,4,1,1
einwohnerinnen-und-einwohner-den-ortsteilen-berlins-am-30062014,,,2,2,,,,,,,1,1,,,,,1,1,1,1,1,1,,,1,1,,,,,1,1,1,1,1,1,,,,,1,1,,,,,3,3,,,1,1,1,1
gebäudealter-199293-atom,,,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-ausbildung-im-gesundheitswesen-weiterbildung,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesamtindex-soziale-ungleichheit-statusdynamik-index-2019-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
langjähriges-mittel-der-lufttemperatur-umweltatlas-wms,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-kontext-einschulungsuntersuchung-berlin-2014,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-kontext-basisbericht-gbe-berlin-20142015,,,1,1,,,2,2,1,1,2,2,,,,,3,3,5,4,1,1,,,3,3,3,2,,,2,2,,,,,8,3,,,,,,,,,2,2,,,2,1,1,1
blockkarte-1-50000-isu50-raumbezug-umweltatlas-2005-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-bevölkerung-und-bevölkerungsspezifische-1,2,2,4,4,2,2,4,3,3,3,3,3,,,,,1,1,1,1,,,3,3,1,1,4,4,5,4,,,,,5,4,2,1,,,1,1,1,1,,,4,4,,,1,1,1,1
geothermisches-potenzial-spezifische-entzugsleistung-bis-100-m-für-1800-ha-wms,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,3,1,,,,,,,,,,,,,1,1
städtebauliche-dichte-geschossflächenzahl-gfz-2011-lor-wms-2,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,1,1
atkis-turm-punkte-wfs,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,1,1,1,1,1,,,,,,,,,,,2,2,,,,,1,1,,,1,1
finanzamt-suche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,1,1
gesundheitsberichterstattung-berlin-einrichtungen-des-gesundheitswesens-1,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,8,7,2,2,,,,,2,2,1,1,1,1,,,1,1,1,1,2,2,2,2,1,1,1,1
schulbausanierung-sommer-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,15,11,8,6,5,4,4,3,2,3,3,,,,,,,1,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-312-anzahl-der-durch-tod-vor,,,,,,,,,,,,,,,,,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
reale-nutzung-2015-umweltatlas-wms,3,3,3,3,8,7,1,1,2,2,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
klr-produkt-vergleichsbericht-2013,4,3,17,15,3,3,4,4,1,1,3,2,6,6,,,2,1,1,1,4,3,5,3,3,3,1,1,2,2,,,2,2,2,1,1,1,1,1,5,3,,,,,5,3,3,3,4,3,1,1
soziale-stadt-quartiersmanagement-wms-2,,,,,,,,,,,,,1,1,1,1,1,1,,,,,7,6,5,3,,,3,2,3,2,1,1,,,3,2,3,2,,,,,,,1,1,1,1,1,1,1,1
gesundheitsberichterstattung-berlin-inanspruchnahme-von-leistungen-der-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
tempolimits-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-36-sterbefälle-je-100-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
grünvolumen-straßenflächen-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
atkis-moor-fläche-wfs,,,,,,,,,,,,,,,1,1,1,1,3,3,2,1,2,2,,,,,,,,,2,2,,,,,4,3,,,3,2,1,1,1,1,,,,,1,1
gesundheitsberichterstattung-berlin-kontext-basisbericht-gbe-berlin-20032004,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1
grundwassergüte-ammonium-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
